City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
642,Bundaberg,AU,-24.85,152.35,85.21,58,75,5.99,broken clouds
643,Canon City,US,38.441,-105.2424,69.67,9,1,5.99,clear sky
644,Zhanaozen,KZ,43.3,52.8,23.13,67,0,10.02,clear sky
645,Natal,BR,-5.795,-35.2094,83.05,78,40,13.8,scattered clouds
646,Rawson,AR,-43.3002,-65.1023,58.75,66,91,17.87,light rain
647,Jian,CN,27.1172,114.9793,50.02,76,100,6.51,overcast clouds
648,Tambacounda,SN,13.7539,-13.7586,80.65,26,0,0.0,clear sky
649,Nacozari,MX,25.3366,-108.2574,83.1,53,77,9.19,broken clouds
650,Aquidauana,BR,-20.4711,-55.7872,73.56,97,99,6.46,overcast clouds
651,Arman,RU,59.7,150.1667,7.02,94,100,10.31,light snow
652,Cacapava Do Sul,BR,-30.5122,-53.4914,77.41,47,67,4.85,broken clouds
653,Ust-Kuyga,RU,70.0167,135.6,-39.73,100,99,2.08,overcast clouds
654,Boden,SE,65.8252,21.6886,32.0,93,100,5.77,overcast clouds
655,Seoul,KR,37.5683,126.9778,24.24,58,0,6.91,clear sky
656,Kardasova Recice,CZ,49.1848,14.8532,36.23,94,100,3.2,overcast clouds
657,Nouakchott,MR,18.0858,-15.9785,75.88,29,80,10.31,broken clouds
658,Clovis,US,36.8252,-119.7029,61.47,55,90,3.0,overcast clouds
659,Srandakan,ID,-7.9386,110.2506,60.73,82,96,3.51,overcast clouds
660,Puerto El Triunfo,SV,13.2833,-88.55,95.86,67,57,5.91,broken clouds
661,Menzelinsk,RU,55.7271,53.1026,9.64,94,47,2.51,scattered clouds
662,Imbituba,BR,-28.24,-48.6703,77.83,92,33,5.95,scattered clouds
663,Namibe,AO,-15.1961,12.1522,71.4,77,53,5.46,broken clouds
664,Rosetown,CA,51.5501,-108.0014,30.97,74,57,13.8,broken clouds
665,Anaconda,US,46.1285,-112.9423,38.77,54,53,18.95,broken clouds
666,Cuamba,MZ,-14.8031,36.5372,77.16,54,44,7.38,scattered clouds
667,Filadelfia,US,39.9523,-75.1638,46.42,40,1,3.0,clear sky
668,Waingapu,ID,-9.6567,120.2641,81.48,78,97,1.25,overcast clouds
669,Hami,CN,42.8,93.45,22.19,44,30,4.18,scattered clouds
670,Anloga,GH,5.7947,0.8973,84.42,83,76,9.71,broken clouds
671,Corni,RO,47.65,26.5833,38.91,93,75,12.66,broken clouds
672,Angoche,MZ,-16.2325,39.9086,77.92,82,3,8.95,clear sky
673,Vila Franca Do Campo,PT,37.7167,-25.4333,56.19,54,99,17.09,overcast clouds
674,Ukiah,US,39.1502,-123.2078,54.45,91,90,5.75,overcast clouds
675,Shimoda,JP,34.6667,138.95,53.1,61,0,19.84,clear sky
676,Kodinsk,RU,58.6881,99.1844,-19.52,99,28,3.18,scattered clouds
677,Manacapuru,BR,-3.2997,-60.6206,75.78,91,91,5.21,heavy intensity rain
678,Tessalit,ML,20.1986,1.0114,69.76,9,14,8.93,few clouds
679,Russell,US,32.3502,-85.1999,60.4,61,1,4.61,clear sky
680,Fairborn,US,39.8209,-84.0194,45.61,47,1,10.36,clear sky
681,Namatanai,PG,-3.6667,152.4333,84.76,68,94,4.68,overcast clouds
682,Biograd Na Moru,HR,43.9433,15.4519,44.76,64,18,9.06,few clouds
683,Santa Ines,BR,-3.6667,-45.38,81.68,69,86,5.93,overcast clouds
684,Homer,US,59.6425,-151.5483,12.07,63,1,8.05,clear sky
685,Ouallam,NE,14.3188,2.0866,76.86,13,96,8.12,overcast clouds
686,Kadirli,TR,37.3739,36.0961,56.59,53,96,7.29,overcast clouds
687,Miraflores,MX,19.2167,-98.8083,70.45,43,48,2.62,scattered clouds
688,Kindu,CD,-2.95,25.95,71.1,92,100,0.92,overcast clouds
689,Zakamensk,RU,50.3741,103.2863,-0.35,92,50,3.69,scattered clouds
690,Alberton,CA,46.8168,-64.0654,37.31,63,26,26.51,scattered clouds
691,Camopi,GF,3.1655,-52.3158,73.18,99,67,2.42,broken clouds
692,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.96,98,100,0.2,heavy intensity rain
693,Sokolow Podlaski,PL,52.4068,22.2531,28.08,95,96,4.59,overcast clouds
694,Ramban,IN,33.25,75.25,43.18,39,81,7.81,broken clouds
695,Tarakan,ID,3.3,117.6333,76.5,94,20,2.3,few clouds
696,Nizhniy Kuranakh,RU,58.8353,125.4869,-23.85,96,92,0.54,overcast clouds
697,Pochutla,MX,15.7432,-96.4661,85.82,66,2,5.66,clear sky
698,Manokwari,ID,-0.8667,134.0833,81.27,75,100,2.42,moderate rain
699,Bowen,AU,-20.0167,148.2333,82.62,57,8,13.38,clear sky
700,Gilgit,PK,35.9221,74.3087,32.23,38,5,2.57,clear sky
701,Cam Ranh,VN,11.9214,109.1591,75.16,64,20,16.11,few clouds
702,Birjand,IR,32.8663,59.2211,27.07,46,0,6.91,clear sky
703,Montebello,US,34.0095,-118.1053,69.49,35,1,3.0,clear sky
704,Kirkland Lake,CA,48.1446,-80.0377,34.63,80,87,13.6,overcast clouds
705,Gold Coast,AU,-28.0,153.4333,79.38,69,9,5.99,clear sky
706,Oussouye,SN,12.485,-16.5469,77.18,67,37,6.22,scattered clouds
707,Uhlove,UA,44.8215,33.6045,52.57,77,100,9.91,overcast clouds
708,Richards Bay,ZA,-28.783,32.0377,75.0,70,100,7.61,overcast clouds
709,Shirokiy,RU,49.758,129.523,-20.85,97,11,4.27,few clouds
710,Behbahan,IR,30.5959,50.2417,49.32,50,37,1.63,scattered clouds
